Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2020-08-22 20:38:27,false,"Stockholm Running","8.32","521","00:50:35","169","188","3.9","167","184","6:05","5:05","319","301","0.98","0.0","0.0","0.0","0.0","0.0","50:35","0:00","0.0","0:00","No","50:35.24","1","0.0"
Cycling,2020-08-20 19:44:28,false,"Nacka Cycling","9.69","205","00:30:16","133","157","1.7","--","--","19.2","34.4","57","73","0.00","0.0","0.0","0.0","0.0","0.0","30:16","0:00","0.0","0:00","No","14:15.49","2","0.0"
Running,2020-08-20 18:48:58,false,"Nacka Running","3.15","235","00:24:02","167","188","3.0","158","235","7:38","4:19","5","37","0.82","0.0","0.0","0.0","0.0","0.0","24:02","0:00","0.0","0:00","No","00:02.78","22","0.0"
Running,2020-08-20 18:10:53,false,"Nacka Running","4.45","296","00:31:56","158","174","3.0","159","238","7:10","4:01","45","14","0.87","0.0","0.0","0.0","0.0","0.0","31:56","0:00","0.0","0:00","No","00:00.96","22","0.0"
Cycling,2020-08-20 17:33:33,false,"Stockholm Cycling","9.16","239","00:28:34","146","166","2.3","--","--","19.2","41.8","83","63","0.00","0.0","0.0","0.0","0.0","0.0","28:34","0:00","0.0","0:00","No","12:09.65","2","0.0"
Running,2020-08-19 07:30:55,false,"Uppsala Running","7.15","429","00:45:00","157","186","3.3","167","183","6:18","5:13","57","56","0.95","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","45:00.09","1","0.0"
Running,2020-08-17 17:27:34,false,"Uppsala Running","10.85","571","01:02:15","158","182","3.3","169","234","5:44","4:27","61","31","1.03","0.0","0.0","0.0","0.0","0.0","1:02:15","0:00","0.0","0:00","No","01:02:15.17","1","0.0"
Running,2020-08-16 10:35:22,false,"Uppsala Running","6.85","609","01:05:20","163","194","3.2","145","238","9:32","5:33","28","26","0.72","0.0","0.0","0.0","0.0","0.0","1:05:20","0:00","0.0","0:00","No","01:05:19.65","1","0.0"
Cycling,2020-08-13 19:28:59,false,"Nacka Cycling","9.47","207","00:27:09","140","161","1.9","--","--","20.9","38.8","40","60","0.00","0.0","0.0","0.0","0.0","0.0","27:09","0:00","0.0","0:00","No","12:43.07","2","0.0"
Running,2020-08-13 18:26:05,false,"Nacka Running","5.52","404","00:41:30","163","191","3.3","158","247","7:31","4:31","43","52","0.83","0.0","0.0","0.0","0.0","0.0","41:30","0:00","0.0","0:00","No","00:07.49","18","0.0"
Running,2020-08-13 18:13:48,false,"Nacka Running","1.10","70","00:07:22.0","154","166","1.9","165","181","6:40","5:16","10","7","0.91","0.0","0.0","0.0","0.0","0.0","7:22.0","0:00","0.0","0:00","No","07:22.05","1","0.0"
Cycling,2020-08-13 17:30:51,false,"Stockholm Cycling","9.26","244","00:28:49","145","180","2.5","--","--","19.3","40.2","80","60","0.00","0.0","0.0","0.0","0.0","0.0","28:49","0:00","0.0","0:00","No","12:19.51","2","0.0"
Running,2020-08-11 18:37:41,false,"Stockholm Running","11.36","612","01:15:15","151","175","2.5","164","248","6:37","4:53","166","181","0.92","0.0","0.0","0.0","0.0","0.0","1:15:15","0:00","0.0","0:00","No","01:15:14.96","1","0.0"
Running,2020-08-10 19:32:02,false,"Stockholm Running","9.59","566","01:00:06","158","176","3.2","167","187","6:16","5:05","150","132","0.96","0.0","0.0","0.0","0.0","0.0","1:00:06","0:00","0.0","0:00","No","01:00:06.07","1","0.0"
Running,2020-08-08 10:58:39,false,"Stockholm Running","7.37","465","00:45:29","163","181","3.4","165","180","6:10","4:48","84","64","0.98","0.0","0.0","0.0","0.0","0.0","45:29","0:00","0.0","0:00","No","45:28.85","1","0.0"
Running,2020-08-04 18:17:26,false,"Norrköping Running","5.92","294","00:35:10","146","172","2.2","168","182","5:56","5:05","23","24","1.00","0.0","0.0","0.0","0.0","0.0","35:10","0:00","0.0","0:00","No","35:10.27","1","0.0"
Running,2020-08-03 19:24:49,false,"Norrköping Running","7.88","428","00:50:01","150","174","2.5","166","178","6:21","4:57","99","69","0.95","0.0","0.0","0.0","0.0","0.0","50:01","0:00","0.0","0:00","No","50:00.50","1","0.0"
Running,2020-07-30 09:20:14,false,"Eksjö Running","5.46","288","00:31:25","154","166","2.7","171","182","5:45","4:36","24","23","1.02","0.0","0.0","0.0","0.0","0.0","31:25","0:00","0.0","0:00","No","31:25.21","1","0.0"
Running,2020-07-29 11:02:20,false,"Aneby Running","7.06","381","01:00:46","133","168","1.8","146","221","8:37","5:17","79","96","0.79","0.0","0.0","0.0","0.0","0.0","1:00:46","0:00","0.0","0:00","No","01:00:45.61","1","0.0"
Running,2020-07-27 11:49:30,false,"Eksjö Running","10.01","517","01:00:01","158","188","3.3","170","249","6:00","3:42","35","53","0.98","0.0","0.0","0.0","0.0","0.0","1:00:01","0:00","0.0","0:00","No","01:00.00","18","0.0"
Running,2020-07-25 10:22:19,false,"Nässjö Running","9.88","729","01:26:22","157","189","3.0","147","246","8:44","4:41","68","103","0.78","0.0","0.0","0.0","0.0","0.0","1:26:22","0:00","0.0","0:00","No","01:26:21.89","1","0.0"
Running,2020-07-24 15:19:44,false,"Eksjö Running","10.07","579","01:10:01","154","172","2.6","163","250","6:57","2:50","49","79","0.88","0.0","0.0","0.0","0.0","0.0","1:10:01","0:00","0.0","0:00","No","01:10:00.51","1","0.0"
Running,2020-07-22 11:13:25,false,"Eksjö Running","0.08","12","00:20:04","100","115","1.0","122","122","--","--","--","--","0.03","0.0","0.0","0.0","0.0","0.0","20:04","0:00","0.0","0:00","No","20:03.53","1","0.0"
Running,2020-07-22 10:21:09,false,"Eksjö Running","7.44","493","00:47:23","158","184","3.6","170","244","6:22","3:53","48","48","0.92","0.0","0.0","0.0","0.0","0.0","47:23","0:00","0.0","0:00","No","47:23.50","1","0.0"
Running,2020-07-19 17:21:27,false,"Eksjö Running","7.92","446","00:45:02","153","176","3.3","174","197","5:41","4:27","32","32","1.01","0.0","0.0","0.0","0.0","0.0","45:02","0:00","0.0","0:00","No","45:01.72","1","0.0"
Running,2020-07-19 11:15:29,false,"Eksjö Running","0.13","14","00:20:01","97","119","1.0","122","122","--","10:49","--","--","0.05","0.0","0.0","0.0","0.0","0.0","20:01","0:00","0.0","0:00","No","20:01.46","1","0.0"
Running,2020-07-19 10:40:50,false,"Eksjö Running","4.68","306","00:30:01","154","176","3.1","167","176","6:25","5:16","26","25","0.93","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","30:01.41","1","0.0"
Running,2020-07-18 17:48:35,false,"Eksjö Running","6.40","372","00:35:08","159","176","3.5","169","178","5:29","4:29","40","41","1.08","0.0","0.0","0.0","0.0","0.0","35:08","0:00","0.0","0:00","No","08:00.43","2","0.0"
Running,2020-07-17 17:52:42,false,"Eksjö Running","5.24","272","00:32:01","140","155","2.3","166","173","6:07","5:24","361","368","0.98","0.0","0.0","0.0","0.0","0.0","32:01","0:00","0.0","0:00","No","32:01.43","1","0.0"
Running,2020-07-15 12:02:29,false,"Stockholm Running","7.45","470","00:50:00","150","185","3.1","166","248","6:43","4:41","130","116","0.90","0.0","0.0","0.0","0.0","0.0","50:00","0:00","0.0","0:00","No","49:59.90","1","0.0"
Cycling,2020-07-13 17:52:53,false,"Stockholm Cycling","29.86","627","01:23:32","143","178","2.5","--","--","21.4","40.5","173","157","0.00","0.0","0.0","0.0","0.0","0.0","1:23:32","0:00","0.0","0:00","No","12:03.93","6","0.0"
Running,2020-07-12 12:45:46,false,"Stockholm Running","11.70","735","01:12:29","157","186","3.8","169","244","6:12","4:00","128","117","0.96","0.0","0.0","0.0","0.0","0.0","1:12:29","0:00","0.0","0:00","No","01:12:28.80","1","0.0"
Running,2020-07-10 17:28:55,false,"Stockholm Running","8.82","520","00:48:35","164","192","4.0","173","242","5:31","3:57","105","108","1.04","0.0","0.0","0.0","0.0","0.0","48:35","0:00","0.0","0:00","No","01:00.00","18","0.0"
Running,2020-07-09 21:53:36,false,"Stockholm Running","2.18","127","00:12:47","147","164","2.2","173","184","5:52","5:24","42","69","0.99","0.0","0.0","0.0","0.0","0.0","12:47","0:00","0.0","0:00","No","12:46.82","1","0.0"
Running,2020-07-09 17:48:15,false,"Stockholm Running","6.24","355","00:34:50","154","174","3.0","173","191","5:35","3:59","87","68","1.04","0.0","0.0","0.0","0.0","0.0","34:50","0:00","0.0","0:00","No","34:49.82","1","0.0"
Running,2020-07-03 19:31:04,false,"Stockholm Running","8.67","479","00:50:00","152","179","3.1","171","187","5:46","4:29","75","68","1.02","0.0","0.0","0.0","0.0","0.0","50:00","0:00","0.0","0:00","No","11:47.10","2","0.0"
Cycling,2020-07-01 22:05:24,false,"Nacka Cycling","15.12","288","00:43:38","129","162","1.7","--","--","20.8","30.8","100","140","0.00","0.0","0.0","0.0","0.0","0.0","43:38","0:00","0.0","0:00","No","00:36.21","4","0.0"
Running,2020-07-01 21:07:38,false,"Nacka Running","2.97","190","00:21:52","142","174","2.1","163","242","7:22","5:15","35","45","0.83","0.0","0.0","0.0","0.0","0.0","21:52","0:00","0.0","0:00","No","21:51.90","1","0.0"
Cycling,2020-07-01 20:12:22,false,"Stockholm Cycling","15.22","302","00:45:01","129","154","1.7","--","--","20.3","42.2","160","131","0.00","0.0","0.0","0.0","0.0","0.0","45:01","0:00","0.0","0:00","No","01:02.19","4","0.0"
Running,2020-06-30 21:03:27,false,"Nacka Running","6.16","452","00:46:23","154","183","2.9","159","235","7:32","5:15","66","75","0.84","0.0","0.0","0.0","0.0","0.0","46:23","0:00","0.0","0:00","No","46:23.29","1","0.0"
Cycling,2020-06-29 20:27:45,false,"Stockholm Cycling","5.09","124","00:19:23","121","138","1.4","--","--","15.8","24.9","35","23","0.00","0.0","0.0","0.0","0.0","0.0","19:23","0:00","0.0","0:00","No","00:29.10","2","0.0"
Cycling,2020-06-29 20:07:25,false,"Stockholm Cycling","0.02","12","00:09:51.5","88","120","1.0","--","--","0.1","1.7","--","--","0.00","0.0","0.0","0.0","0.0","0.0","9:51.5","0:00","0.0","0:00","No","09:51.46","1","0.0"
Cycling,2020-06-29 18:21:19,false,"Stockholm Cycling","11.99","312","00:50:54","123","149","1.6","--","--","14.1","41.2","104","113","0.00","0.0","0.0","0.0","0.0","0.0","50:54","0:00","0.0","0:00","No","09:39.99","3","0.0"
Running,2020-06-28 15:23:33,false,"Stockholm Running","16.99","984","01:44:26","153","181","3.2","169","210","6:09","4:40","144","148","0.96","0.0","0.0","0.0","0.0","0.0","1:44:26","0:00","0.0","0:00","No","01:44:26.08","1","0.0"
Running,2020-06-26 19:02:05,false,"Stockholm Running","11.91","583","01:10:00","146","182","2.6","168","195","5:53","4:26","87","80","1.02","0.0","0.0","0.0","0.0","0.0","1:10:00","0:00","0.0","0:00","No","01:10:00.46","1","0.0"
Running,2020-06-23 07:13:50,false,"Stockholm Running","8.82","486","00:52:00","149","173","3.0","170","180","5:54","4:56","61","70","1.00","0.0","0.0","0.0","0.0","0.0","52:00","0:00","0.0","0:00","No","52:00.42","1","0.0"
Cycling,2020-06-22 20:09:39,false,"Nacka Cycling","9.67","185","00:25:55","130","149","1.6","--","--","22.4","40.2","76","93","0.00","0.0","0.0","0.0","0.0","0.0","25:55","0:00","0.0","0:00","No","12:47.13","2","0.0"
Running,2020-06-22 19:17:49,false,"Nacka Running","0.23","175","00:35:24","113","152","1.3","119","167","--","11:36","--","--","0.05","0.0","0.0","0.0","0.0","0.0","35:24","0:00","0.0","0:00","No","35:23.90","1","0.0"
Cycling,2020-06-22 18:27:35,false,"Stockholm Cycling","9.44","252","00:27:58","143","180","2.4","--","--","20.3","39.6","105","82","0.00","0.0","0.0","0.0","0.0","0.0","27:58","0:00","0.0","0:00","No","12:40.82","2","0.0"
Running,2020-06-19 07:14:36,false,"Solna Running","8.52","491","00:53:17","150","167","2.7","172","183","6:15","4:33","71","59","0.93","0.0","0.0","0.0","0.0","0.0","53:17","0:00","0.0","0:00","No","53:16.96","1","0.0"
Running,2020-06-18 18:45:39,false,"Stockholm Running","10.22","530","01:01:24","148","173","2.5","167","242","6:00","4:31","121","129","1.00","0.0","0.0","0.0","0.0","0.0","1:01:24","0:00","0.0","0:00","No","01:01:24.43","1","0.0"
Cycling,2020-06-16 18:43:58,false,"Stockholm Cycling","12.67","274","00:46:56","120","150","1.4","--","--","16.2","37.1","168","145","0.00","0.0","0.0","0.0","0.0","0.0","46:56","0:00","0.0","0:00","No","08:24.67","3","0.0"
Cycling,2020-06-14 11:42:59,false,"Nacka Cycling","9.64","172","00:26:50","124","143","1.5","--","--","21.6","37.5","72","82","0.00","0.0","0.0","0.0","0.0","0.0","26:50","0:00","0.0","0:00","No","13:11.42","2","0.0"
Running,2020-06-14 09:44:10,false,"Nacka Running","11.17","767","01:25:18","160","180","3.2","160","250","7:38","5:00","126","124","0.82","0.0","0.0","0.0","0.0","0.0","1:25:18","0:00","0.0","0:00","No","01:25:17.88","1","0.0"
Cycling,2020-06-14 09:08:05,false,"Stockholm Cycling","9.25","253","00:27:07","145","162","2.5","--","--","20.5","42.4","67","52","0.00","0.0","0.0","0.0","0.0","0.0","27:07","0:00","0.0","0:00","No","11:30.77","2","0.0"
Running,2020-06-13 11:54:50,false,"Stockholm Running","9.68","633","00:59:22","162","184","3.7","169","244","6:08","4:53","96","92","0.96","0.0","0.0","0.0","0.0","0.0","59:22","0:00","0.0","0:00","No","59:22.12","1","0.0"
Running,2020-06-12 13:27:11,false,"Stockholm Running","10.17","542","00:58:07","150","183","3.1","171","182","5:43","4:33","106","87","1.02","0.0","0.0","0.0","0.0","0.0","58:07","0:00","0.0","0:00","No","58:06.99","1","0.0"
Running,2020-06-10 18:38:23,false,"Stockholm Running","10.33","499","01:03:24","143","173","2.3","167","244","6:08","4:50","100","94","0.97","0.0","0.0","0.0","0.0","0.0","1:03:24","0:00","0.0","0:00","No","01:03:23.73","1","0.0"
Running,2020-06-09 12:19:48,false,"Stockholm Running","8.59","405","00:50:40","146","170","2.5","167","177","5:54","4:58","80","58","1.01","0.0","0.0","0.0","0.0","0.0","50:40","0:00","0.0","0:00","No","50:39.83","1","0.0"
Cycling,2020-06-07 11:47:17,false,"Nacka Cycling","9.71","206","00:30:03","132","159","1.9","--","--","19.4","36.7","59","73","0.00","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","14:35.04","2","0.0"
Running,2020-06-07 09:44:59,false,"Nacka Running","11.26","880","01:35:28","167","186","3.2","155","243","8:29","4:23","108","103","0.76","0.0","0.0","0.0","0.0","0.0","1:35:28","0:00","0.0","0:00","No","01:35:28.19","1","0.0"
Cycling,2020-06-07 09:02:08,false,"Stockholm Cycling","9.91","269","00:27:12","158","179","3.0","--","--","21.9","39.2","79","63","0.00","0.0","0.0","0.0","0.0","0.0","27:12","0:00","0.0","0:00","No","13:12.46","2","0.0"
Running,2020-06-06 09:15:46,false,"Norrköping Running","7.32","472","00:45:06","167","194","4.0","168","177","6:10","5:13","33","37","0.96","0.0","0.0","0.0","0.0","0.0","45:06","0:00","0.0","0:00","No","45:06.13","1","0.0"
Running,2020-06-05 12:40:03,false,"Norrköping Running","3.31","228","00:18:49","185","196","3.4","173","182","5:41","4:37","10","38","1.02","0.0","0.0","0.0","0.0","0.0","18:49","0:00","0.0","0:00","No","18:48.54","1","0.0"
Running,2020-06-05 12:28:10,false,"Norrköping Running","0.09","95","00:10:58","141","169","1.8","113","122","--","17:11","--","--","0.07","0.0","0.0","0.0","0.0","0.0","10:58","0:00","0.0","0:00","No","10:58.12","1","0.0"
Running,2020-06-05 11:54:11,false,"Norrköping Running","5.41","347","00:33:13","159","182","3.3","169","180","6:09","5:31","65","34","0.96","0.0","0.0","0.0","0.0","0.0","33:13","0:00","0.0","0:00","No","33:13.30","1","0.0"
Running,2020-06-03 08:40:06,false,"Norrköping Running","10.35","604","01:01:49","155","175","3.1","169","177","5:58","4:37","81","80","0.99","0.0","0.0","0.0","0.0","0.0","1:01:49","0:00","0.0","0:00","No","01:01:48.79","1","0.0"
Cycling,2020-06-01 17:45:28,false,"Norrköping Cycling","33.37","515","01:28:31","127","152","1.8","--","--","22.6","35.4","161","160","0.00","0.0","0.0","0.0","0.0","0.0","1:28:31","0:00","0.0","0:00","No","10:30.14","7","0.0"
Running,2020-05-31 09:43:28,false,"Eksjö Running","6.18","352","00:35:00","157","183","3.3","170","197","5:40","3:33","65","65","1.03","0.0","0.0","0.0","0.0","0.0","35:00","0:00","0.0","0:00","No","00:40.69","14","0.0"
Running,2020-05-29 19:18:18,false,"Eksjö Running","7.82","407","00:45:00","149","173","2.9","170","179","5:45","4:29","34","34","1.02","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","45:00.40","1","0.0"
Running,2020-05-28 19:31:21,false,"Eksjö Running","7.88","418","00:50:05","145","170","2.5","166","173","6:21","5:42","43","42","0.95","0.0","0.0","0.0","0.0","0.0","50:05","0:00","0.0","0:00","No","50:05.09","1","0.0"
Running,2020-05-26 17:30:32,false,"Eksjö Running","10.99","531","01:11:03","141","162","2.3","166","198","6:28","3:41","83","85","0.93","0.0","0.0","0.0","0.0","0.0","1:11:03","0:00","0.0","0:00","No","00:44.63","4","0.0"
Running,2020-05-25 16:39:38,false,"Eksjö Running","6.01","417","00:45:37","154","175","3.0","156","246","7:35","5:45","50","54","0.84","0.0","0.0","0.0","0.0","0.0","45:37","0:00","0.0","0:00","No","45:36.71","1","0.0"
Running,2020-05-25 13:30:38,false,"Eksjö Running","5.09","265","00:30:00","148","172","2.8","168","179","5:54","5:02","15","16","1.01","0.0","0.0","0.0","0.0","0.0","30:00","0:00","0.0","0:00","No","30:00.37","1","0.0"
Running,2020-05-24 12:31:50,false,"Eksjö Running","7.42","442","00:45:01","166","189","4.0","167","204","6:04","3:50","37","36","0.98","0.0","0.0","0.0","0.0","0.0","45:01","0:00","0.0","0:00","No","00:31.08","17","0.0"
Running,2020-05-23 09:15:41,false,"Eksjö Running","6.08","423","00:40:14","167","186","3.7","168","175","6:37","5:58","39","38","0.90","0.0","0.0","0.0","0.0","0.0","40:14","0:00","0.0","0:00","No","40:14.28","1","0.0"
Running,2020-05-22 15:58:25,false,"Aneby Running","8.18","556","01:00:03","153","175","3.0","159","232","7:20","5:13","71","57","0.86","0.0","0.0","0.0","0.0","0.0","1:00:03","0:00","0.0","0:00","No","01:00:03.30","1","0.0"
Running,2020-05-18 15:25:29,false,"Norrköping Running","3.37","173","00:20:00","141","162","1.7","170","178","5:56","5:10","18","4","0.99","0.0","0.0","0.0","0.0","0.0","20:00","0:00","0.0","0:00","No","20:00.36","1","0.0"
Running,2020-05-16 17:11:37,false,"Norrköping Running","0.77","45","00:05:06.4","141","155","1.3","170","177","6:39","6:11","10","9","0.89","0.0","0.0","0.0","0.0","0.0","5:06.4","0:00","0.0","0:00","No","05:06.37","1","0.0"
Running,2020-05-16 16:41:13,false,"Norrköping Running","0.29","124","00:30:01","104","138","1.1","119","149","--","12:09","2","1","0.08","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","02:46.86","2","0.0"
Running,2020-05-16 16:30:31,false,"Norrköping Running","1.58","89","00:10:00","141","159","1.7","166","173","6:20","5:51","18","15","0.95","0.0","0.0","0.0","0.0","0.0","10:00","0:00","0.0","0:00","No","10:00.46","1","0.0"
Running,2020-05-15 15:15:17,false,"Norrköping Running","20.14","1,170","02:02:31","161","210","3.8","170","218","6:05","5:08","135","129","0.97","0.0","0.0","0.0","0.0","0.0","2:02:31","0:00","0.0","0:00","No","00:06.38","3","0.0"
Cycling,2020-05-12 07:47:49,false,"Norrköping Cycling","20.63","240","01:00:09","106","129","1.1","--","--","20.6","36.4","75","86","0.00","0.0","0.0","0.0","0.0","0.0","1:00:09","0:00","0.0","0:00","No","02:42.33","5","0.0"
Running,2020-05-11 18:16:30,false,"Norrköping Running","9.75","588","01:00:11","157","176","3.2","171","181","6:10","4:50","100","101","0.95","0.0","0.0","0.0","0.0","0.0","1:00:11","0:00","0.0","0:00","No","01:00:11.25","1","0.0"
Running,2020-05-10 15:14:19,false,"Norrköping Running","3.81","202","00:21:00","166","185","3.0","173","198","5:31","3:13","14","18","1.05","0.0","0.0","0.0","0.0","0.0","21:00","0:00","0.0","0:00","No","00:15.00","32","0.0"
Running,2020-05-10 14:49:31,false,"Norrköping Running","4.14","197","00:24:31","146","183","2.5","171","193","5:55","3:53","25","15","0.99","0.0","0.0","0.0","0.0","0.0","24:31","0:00","0.0","0:00","No","00:15.00","32","0.0"
Cycling,2020-05-09 09:19:49,false,"Norrköping Cycling","43.51","837","01:50:30","147","169","2.6","--","--","23.6","42.7","172","149","0.00","0.0","0.0","0.0","0.0","0.0","1:50:30","0:00","0.0","0:00","No","09:45.95","9","0.0"
Running,2020-05-08 18:02:16,false,"Norrköping Running","3.56","253","00:21:07","179","197","3.2","174","187","5:56","5:05","15","36","0.97","0.0","0.0","0.0","0.0","0.0","21:07","0:00","0.0","0:00","No","21:06.66","1","0.0"
Running,2020-05-08 17:36:56,false,"Norrköping Running","0.27","189","00:25:04","135","185","2.0","121","161","--","11:10","--","1","0.09","0.0","0.0","0.0","0.0","0.0","25:04","0:00","0.0","0:00","No","25:03.51","1","0.0"
Running,2020-05-08 17:15:02,false,"Norrköping Running","3.76","209","00:20:00","156","175","2.6","170","179","5:19","4:50","26","3","1.10","0.0","0.0","0.0","0.0","0.0","20:00","0:00","0.0","0:00","No","20:00.23","1","0.0"
Cycling,2020-05-06 11:45:44,false,"Norrköping Cycling","23.26","247","01:02:08","105","127","1.1","--","--","22.5","38.8","75","81","0.00","0.0","0.0","0.0","0.0","0.0","1:02:08","0:00","0.0","0:00","No","08:24.89","5","0.0"
Cycling,2020-05-05 16:05:34,false,"Norrköping Cycling","20.15","318","00:57:12","121","148","1.4","--","--","21.1","32.9","70","77","0.00","0.0","0.0","0.0","0.0","0.0","57:12","0:00","0.0","0:00","No","00:37.71","5","0.0"
Running,2020-05-02 12:13:03,false,"Norrköping Running","1.42","80","00:08:56.8","139","165","1.6","174","181","6:17","5:38","--","24","0.91","0.0","0.0","0.0","0.0","0.0","8:56.8","0:00","0.0","0:00","No","08:56.80","1","0.0"
Running,2020-05-02 12:01:16,false,"Norrköping Running","0.17","12","00:11:35","83","95","1.0","109","126","--","12:46","--","--","0.16","0.0","0.0","0.0","0.0","0.0","11:35","0:00","0.0","0:00","No","00:15.00","18","0.0"
Running,2020-05-02 10:59:21,false,"Norrköping Running","4.22","230","00:30:08","133","151","1.8","167","195","7:08","4:51","42","12","0.84","0.0","0.0","0.0","0.0","0.0","30:08","0:00","0.0","0:00","No","30:07.75","1","0.0"
Running,2020-05-01 15:51:08,false,"Norrköping Running","7.78","410","00:50:11","140","160","2.1","163","181","6:27","4:58","34","41","0.95","0.0","0.0","0.0","0.0","0.0","50:11","0:00","0.0","0:00","No","50:10.74","1","0.0"
Running,2020-04-30 12:55:14,false,"Norrköping Running","8.56","449","00:45:01","156","168","3.2","172","243","5:15","3:49","35","42","1.10","0.0","0.0","0.0","0.0","0.0","45:01","0:00","0.0","0:00","No","01:00.00","12","0.0"
Cycling,2020-04-29 07:40:36,false,"Norrköping Cycling","21.45","397","01:00:05","131","153","1.9","--","--","21.4","33.4","117","115","0.00","0.0","0.0","0.0","0.0","0.0","1:00:05","0:00","0.0","0:00","No","04:36.65","5","0.0"
Cycling,2020-04-28 15:04:08,false,"Norrköping Cycling","23.81","282","01:05:02","112","144","1.1","--","--","22.0","33.3","159","72","0.00","0.0","0.0","0.0","0.0","0.0","1:05:02","0:00","0.0","0:00","No","10:45.21","5","0.0"
Running,2020-04-27 17:59:59,false,"Norrköping Running","9.73","527","00:55:16","156","179","3.2","172","186","5:41","4:46","43","37","1.03","0.0","0.0","0.0","0.0","0.0","55:16","0:00","0.0","0:00","No","55:16.37","1","0.0"
Running,2020-04-25 10:10:15,false,"Norrköping Running","20.03","1,318","02:15:01","167","192","4.0","166","235","6:45","5:03","166","164","0.89","0.0","0.0","0.0","0.0","0.0","2:15:01","0:00","0.0","0:00","No","02:15:00.55","1","0.0"
Cycling,2020-04-24 17:28:36,false,"Norrköping Cycling","22.69","660","01:00:51","166","178","3.9","--","--","22.4","36.1","67","83","0.00","0.0","0.0","0.0","0.0","0.0","1:00:51","0:00","0.0","0:00","No","07:18.17","5","0.0"
Running,2020-04-23 12:01:40,false,"Norrköping Running","5.14","290","00:28:19","166","185","3.1","170","189","5:31","3:56","43","54","1.05","0.0","0.0","0.0","0.0","0.0","28:19","0:00","0.0","0:00","No","00:15.00","22","0.0"
Running,2020-04-23 11:34:13,false,"Norrköping Running","4.63","262","00:27:02","159","183","3.0","170","196","5:51","3:38","21","20","1.01","0.0","0.0","0.0","0.0","0.0","27:02","0:00","0.0","0:00","No","00:00.95","23","0.0"
Cycling,2020-04-22 17:57:56,false,"Norrköping Cycling","33.43","594","01:22:12","138","170","2.2","--","--","24.4","35.6","174","176","0.00","0.0","0.0","0.0","0.0","0.0","1:22:12","0:00","0.0","0:00","No","09:18.94","7","0.0"
Cycling,2020-04-20 18:33:49,false,"Norrköping Cycling","24.69","635","01:10:07","156","178","3.4","--","--","21.1","43.0","109","87","0.00","0.0","0.0","0.0","0.0","0.0","1:10:07","0:00","0.0","0:00","No","12:35.77","5","0.0"
Running,2020-04-19 13:01:21,false,"Running","1.60","93","00:10:14","165","176","2.2","161","198","6:23","5:07","--","--","0.97","0.0","0.0","0.0","0.0","0.0","10:14","0:00","0.0","0:00","No","00:07.49","22","0.0"
Running,2020-04-19 12:54:11,false,"Running","1.17","58","00:06:48.2","168","181","2.0","172","197","5:50","4:57","--","--","1.00","0.0","0.0","0.0","0.0","0.0","6:48.2","0:00","0.0","0:00","No","00:07.18","22","0.0"
Running,2020-04-19 12:45:00,false,"Running","1.48","80","00:08:51.7","160","187","2.1","169","204","5:59","5:00","--","--","0.99","0.0","0.0","0.0","0.0","0.0","8:51.7","0:00","0.0","0:00","No","00:15.00","22","0.0"
Running,2020-04-19 12:28:53,false,"Running","2.44","146","00:15:00","150","162","2.2","161","171","6:09","5:58","--","--","1.01","0.0","0.0","0.0","0.0","0.0","15:00","0:00","0.0","0:00","No","15:00.42","1","0.0"
Running,2020-04-18 12:00:48,false,"Linkoping Running","10.81","601","01:00:01","158","178","3.5","173","181","5:33","4:55","53","72","1.04","0.0","0.0","0.0","0.0","0.0","1:00:01","0:00","0.0","0:00","No","01:00:00.54","1","0.0"
Running,2020-04-16 09:55:30,false,"Norrköping Running","10.80","600","01:00:01","160","178","3.6","173","183","5:33","4:58","81","79","1.04","0.0","0.0","0.0","0.0","0.0","1:00:01","0:00","0.0","0:00","No","01:00:01.49","1","0.0"
Cycling,2020-04-15 18:29:37,false,"Norrköping Cycling","21.17","528","01:00:10","148","180","3.0","--","--","21.1","37.6","74","78","0.00","0.0","0.0","0.0","0.0","0.0","1:00:10","0:00","0.0","0:00","No","04:22.62","5","0.0"
Cycling,2020-04-13 09:11:15,false,"Norrköping Cycling","44.33","1,129","02:10:20","162","185","3.9","--","--","20.4","45.7","153","133","0.00","0.0","0.0","0.0","0.0","0.0","2:10:20","0:00","0.0","0:00","No","12:25.56","9","0.0"
Cycling,2020-04-12 14:41:03,false,"Norrköping Cycling","20.76","614","01:01:36","159","184","3.8","--","--","20.2","39.0","83","89","0.00","0.0","0.0","0.0","0.0","0.0","1:01:36","0:00","0.0","0:00","No","02:49.11","5","0.0"
